opportunity_id,opportunity_number,opportunity_title,agency_name,open_date,close_date,opp_status,award_ceiling,estimated_total_program_funding,expected_number_of_awards,team_size_category,team_members,proposed_title,rationale,aims_or_projects,opportunity_url
721d5c2c-af72-4c33-8ce6-013b1e8ad59b,20-01,FAA Aviation Research Grants Program,DOT - FAA Aviation Research Grants,,2027-09-07,posted,6000000.0,,,large,Drew Jones; Richard Possemato; Paolo Mita,FAA Aviation Research Grants Program collaborative plan,"This opportunity supports hypothesis driven work in faa aviation research grants program. Drew Jones contributes expertise in the ongoing theme of my work is the invention or adaptation of advanced chromatography and mass spectrometry technology . Richard Possemato contributes expertise in i am an associate professor in the department of pathology at nyu school of medicine and co-leader of the cancer cell bi. Paolo Mita contributes expertise in transposable elements (te) are sequences of dna that are capable of moving within a host genome, and thus are often refe. Together, the team is positioned to deliver a rigorous plan that advances aviation , research , program while meeting DOT - FAA Aviation Research Grants expectations for impact and reproducibility.","Aim 1: define the central questions, datasets, and success metrics for faa aviation research grants program with input from all team members.
Aim 2: test key mechanisms or drivers in faa aviation research grants program using complementary models, assays, and analytical approaches.
Aim 3: validate robustness across settings, publish reproducible workflows, and create a dissemination plan for broad community use.",https://www.grants.gov/search-grants?query=20-01
360c4588-1512-4fa4-9b61-52a3f1d6c368,NOT-RM-25-023,PRIMED-AI: Translating Models to Clinic (UG3/UH3 Clinical Trial Optional),National Institutes of Health,,,forecasted,,10200000.0,,large,"Nadav Brandes; David Fenyo; Alejandro Pironti, PhD; Liat Shenhav, PhD",PRIMED-AI: Translating Models to Clinic collaborative plan,"This opportunity supports hypothesis driven work in primed-ai: translating models to clinic. Nadav Brandes contributes expertise in large language models (llms) have revolutionized artificial intelligence (ai). David Fenyo contributes expertise in in my research i apply mathematical, statistical and computational methods to provide a detailed understanding of the dy. Alejandro Pironti, PhD contributes expertise in microbial genomics, antimicrobial resistance. Liat Shenhav, PhD contributes expertise in systems microbiology. Together, the team is positioned to deliver a rigorous plan that advances translating , clinic , models while meeting National Institutes of Health expectations for impact and reproducibility.","Aim 1: define the central questions, datasets, and success metrics for primed-ai: translating models to clinic with input from all team members.
Aim 2: test key mechanisms or drivers in primed-ai: translating models to clinic using complementary models, assays, and analytical approaches.
Aim 3: validate findings in relevant human data or specimens and define a dissemination plan to support adoption in real world settings.",https://www.grants.gov/search-grants?query=NOT-RM-25-023
602e362f-6e69-4cf5-b0b7-f534cd7c3493,RFA-AI-27-003,Autoimmune Diseases Statistical and Clinical Coordinating Center (AD-SCCC),National Institutes of Health,,,forecasted,,8000000.0,1.0,large,"Thomas Wisniewski; Stefan Feske; Ramin Herati, MD",Autoimmune Diseases Statistical and Clinical Coordinating Center collaborative plan,"This opportunity calls for a shared resource or coordinating effort in autoimmune diseases statistical and clinical coordinating center. Thomas Wisniewski contributes expertise in i am a board certified neurologist and neuropathologist. Stefan Feske contributes expertise in dr. Ramin Herati, MD contributes expertise in human immunology, systems immunology. Together, the team is positioned to deliver a rigorous plan that advances coordinating , statistical , autoimmune while meeting National Institutes of Health expectations for impact and reproducibility.","Aim 1: define the central questions, datasets, and success metrics for autoimmune diseases statistical and clinical coordinating center with input from all team members.
Aim 2: build and quality control a shared resource for autoimmune diseases statistical and clinical coordinating center, including standardized protocols, data structures, and access pathways.
Aim 3: validate findings in relevant human data or specimens and define a dissemination plan to support adoption in real world settings.",https://www.grants.gov/search-grants?query=RFA-AI-27-003
62700bad-65de-48bf-8678-d5a0bf13203d,RFA-AI-27-004,Atopic Dermatitis Research Network – Clinical Research Centers,National Institutes of Health,,,forecasted,,4520000.0,4.0,large,"Catherine Pei-ju Lu; Stefan Feske; Ramin Herati, MD",Atopic Dermatitis Research Network – Clinical Research Centers collaborative plan,"This opportunity calls for a shared resource or coordinating effort in atopic dermatitis research network – clinical research centers. Catherine Pei-ju Lu contributes expertise in my lab aims to build a comprehensive framework for understanding stem cell biology of the skin, from development to dise. Stefan Feske contributes expertise in dr. Ramin Herati, MD contributes expertise in human immunology, systems immunology. Together, the team is positioned to deliver a rigorous plan that advances research , dermatitis , clinical while meeting National Institutes of Health expectations for impact and reproducibility.","Aim 1: define the central questions, datasets, and success metrics for atopic dermatitis research network – clinical research centers with input from all team members.
Aim 2: build and quality control a shared resource for atopic dermatitis research network – clinical research centers, including standardized protocols, data structures, and access pathways.
Aim 3: validate findings in relevant human data or specimens and define a dissemination plan to support adoption in real world settings.",https://www.grants.gov/search-grants?query=RFA-AI-27-004
14c2b96f-e210-4856-8901-f8278996198a,FOR-FD-25-014,NARMS Cooperative Agreement Program to Strengthen Antibiotic Resistance Surveillance in Retail Food Specimens,Food and Drug Administration,,,forecasted,4500000.0,,30.0,large,"Alejandro Pironti, PhD; Alexander Serganov; Bo Shopsin, MD, PhD",NARMS Cooperative Agreement Program to Strengthen Antibiotic Resistance collaborative plan,"This opportunity supports hypothesis driven work in narms cooperative agreement program to strengthen antibiotic resistance surveillance in retail food specimens. Alejandro Pironti, PhD contributes expertise in microbial genomics, antimicrobial resistance. Alexander Serganov contributes expertise in we use a combination of biophysical methods, biochemical techniques, and structural approaches, including x-ray crystall. Bo Shopsin, MD, PhD contributes expertise in bacteriology, antimicrobial resistance. Together, the team is positioned to deliver a rigorous plan that advances surveillance , cooperative , antibiotic while meeting Food and Drug Administration expectations for impact and reproducibility.","Aim 1: define the central questions, datasets, and success metrics for narms cooperative agreement program to strengthen antibiotic resistance surveillance in with input from all team members.
Aim 2: test key mechanisms or drivers in narms cooperative agreement program to strengthen antibiotic resistance surveillance in using complementary models, assays, and analytical approaches.
Aim 3: validate robustness across settings, publish reproducible workflows, and create a dissemination plan for broad community use.",https://www.grants.gov/search-grants?query=FOR-FD-25-014
0b08c799-a202-45f2-92ad-318044afbc2d,PAR-25-014,NARMS Cooperative Agreement Program to Strengthen Antibiotic Resistance Surveillance in Retail Food Specimens,Food and Drug Administration,,2027-04-01,posted,200000.0,5000000.0,35.0,large,"Alejandro Pironti, PhD; Bo Shopsin, MD, PhD; Alexander Serganov",NARMS Cooperative Agreement Program to Strengthen Antibiotic Resistance collaborative plan,"This opportunity supports hypothesis driven work in narms cooperative agreement program to strengthen antibiotic resistance surveillance in retail food specimens. Alejandro Pironti, PhD contributes expertise in microbial genomics, antimicrobial resistance. Bo Shopsin, MD, PhD contributes expertise in bacteriology, antimicrobial resistance. Alexander Serganov contributes expertise in we use a combination of biophysical methods, biochemical techniques, and structural approaches, including x-ray crystall. Together, the team is positioned to deliver a rigorous plan that advances surveillance , cooperative , antibiotic while meeting Food and Drug Administration expectations for impact and reproducibility.","Aim 1: define the central questions, datasets, and success metrics for narms cooperative agreement program to strengthen antibiotic resistance surveillance in with input from all team members.
Aim 2: test key mechanisms or drivers in narms cooperative agreement program to strengthen antibiotic resistance surveillance in using complementary models, assays, and analytical approaches.
Aim 3: validate robustness across settings, publish reproducible workflows, and create a dissemination plan for broad community use.",https://grants.nih.gov/grants/guide/pa-files/PAR-25-014.html
8212b1d6-5192-4926-8bbb-ee8522f33a10,RFA-DK-27-102,Collaborative Awards to Support Microphysiological System Pilot Studies in Type 2 Diabetes Research,National Institutes of Health,,,forecasted,,1000000.0,4.0,large,"Robert J. Schneider, PhD; Jonas Schluter, PhD; Andrea H. Brand; Hakhamanesh Mostafavi",Collaborative Awards to Support Microphysiological System Pilot Studies collaborative plan,"This opportunity calls for a shared resource or coordinating effort in collaborative awards to support microphysiological system pilot studies in type 2 diabetes research. Robert J. Schneider, PhD contributes expertise in rna biology, translation control. Jonas Schluter, PhD contributes expertise in systems microbiology, immunology. Andrea H. Brand contributes expertise in neural stem cells in the adult brain exist primarily in a quiescent state but can be reactivated in response to changing. Hakhamanesh Mostafavi contributes expertise in my lab studies the genetic basis of complex human traits and diseases. Together, the team is positioned to deliver a rigorous plan that advances microphysiological , collaborative , diabetes while meeting National Institutes of Health expectations for impact and reproducibility.","Aim 1: define the central questions, datasets, and success metrics for collaborative awards to support microphysiological system pilot studies in type with input from all team members.
Aim 2: build and quality control a shared resource for collaborative awards to support microphysiological system pilot studies in type, including standardized protocols, data structures, and access pathways.
Aim 3: validate robustness across settings, publish reproducible workflows, and create a dissemination plan for broad community use.",https://www.grants.gov/search-grants?query=RFA-DK-27-102
3378fa08-6551-4cd6-a483-590bf9b25e69,NOT-HD-25-007,"Notice of Intent to Publish a Funding Opportunity Announcement for HIV Pediatric, Adolescent and Maternal Clinical Trials",National Institutes of Health,,,forecasted,,30000000.0,2.0,large,"Liat Shenhav, PhD; Adam J. Ratner, MD; Nathaniel R. Landau, PhD",Notice of Intent to Publish a Funding Opportunity collaborative plan,"This opportunity supports hypothesis driven work in notice of intent to publish a funding opportunity announcement for hiv pediatric, adolescent and. Liat Shenhav, PhD contributes expertise in systems microbiology. Adam J. Ratner, MD contributes expertise in bacteriology, translational. Nathaniel R. Landau, PhD contributes expertise in retrovirology, immunology. Together, the team is positioned to deliver a rigorous plan that advances announcement , opportunity , adolescent while meeting National Institutes of Health expectations for impact and reproducibility.","Aim 1: define the central questions, datasets, and success metrics for notice of intent to publish a funding opportunity announcement for with input from all team members.
Aim 2: test key mechanisms or drivers in notice of intent to publish a funding opportunity announcement for using complementary models, assays, and analytical approaches.
Aim 3: validate findings in relevant human data or specimens and define a dissemination plan to support adoption in real world settings.",https://www.grants.gov/search-grants?query=NOT-HD-25-007
299bb7ba-7783-4da0-9c7c-12f00919cf0b,RFA-AI-27-018,Implementation Science to End the HIV Epidemic,National Institutes of Health,,,forecasted,,7000000.0,10.0,large,"Nathaniel R. Landau, PhD; Nadav Brandes; Ralf Duerr, MD, PhD; Joel G. Belasco, PhD",Implementation Science to End the HIV Epidemic collaborative plan,"This opportunity supports hypothesis driven work in implementation science to end the hiv epidemic. Nathaniel R. Landau, PhD contributes expertise in retrovirology, immunology. Nadav Brandes contributes expertise in large language models (llms) have revolutionized artificial intelligence (ai). Ralf Duerr, MD, PhD contributes expertise in viral immunology, vaccine responses. Joel G. Belasco, PhD contributes expertise in rna biology, mrna decay. Together, the team is positioned to deliver a rigorous plan that advances implementation , epidemic , science while meeting National Institutes of Health expectations for impact and reproducibility.","Aim 1: define the central questions, datasets, and success metrics for implementation science to end the hiv epidemic with input from all team members.
Aim 2: test key mechanisms or drivers in implementation science to end the hiv epidemic using complementary models, assays, and analytical approaches.
Aim 3: validate findings in relevant human data or specimens and define a dissemination plan to support adoption in real world settings.",https://www.grants.gov/search-grants?query=RFA-AI-27-018
49a6de08-2356-43b3-af61-6116b229acd8,NOT-AA-25-012,Forecast to Publish a Funding Opportunity Announcement for Limited Competition for the Continuation of the National Consortium on Alcohol and Neurodevelopment in Adolescence (NCANDA) Research Project Sites (U01 Clinical Trials Optional),National Institutes of Health,,,forecasted,,5000000.0,7.0,large,"Andrea H. Brand; Adam J. Ratner, MD; David Fenyo; Catherine Pei-ju Lu",Forecast to Publish a Funding Opportunity Announcement for collaborative plan U01,"This opportunity calls for a shared resource or coordinating effort in forecast to publish a funding opportunity announcement for limited competition for the continuation of. Andrea H. Brand contributes expertise in neural stem cells in the adult brain exist primarily in a quiescent state but can be reactivated in response to changing. Adam J. Ratner, MD contributes expertise in bacteriology, translational. David Fenyo contributes expertise in in my research i apply mathematical, statistical and computational methods to provide a detailed understanding of the dy. Catherine Pei-ju Lu contributes expertise in my lab aims to build a comprehensive framework for understanding stem cell biology of the skin, from development to dise. Together, the team is positioned to deliver a rigorous plan that advances neurodevelopment , announcement , continuation while meeting National Institutes of Health expectations for impact and reproducibility.","Aim 1: define the central questions, datasets, and success metrics for forecast to publish a funding opportunity announcement for limited competition with input from all team members.
Aim 2: build and quality control a shared resource for forecast to publish a funding opportunity announcement for limited competition, including standardized protocols, data structures, and access pathways.
Aim 3: validate findings in relevant human data or specimens and define a dissemination plan to support adoption in real world settings.",https://www.grants.gov/search-grants?query=NOT-AA-25-012
58bf2237-9c6b-4e21-b2f2-cbd2e934e249,CDC-RFA-JG-26-0046,Support Ethiopia's Capacity to Meet International Health Regulations Requirements,Centers for Disease Control-GHC,,,forecasted,0.0,25000000.0,3.0,large,"Bo Shopsin, MD, PhD; Alejandro Pironti, PhD; Thomas Wisniewski",Support Ethiopia's Capacity to Meet International Health Regulations collaborative plan,"This opportunity calls for a shared resource or coordinating effort in support ethiopia's capacity to meet international health regulations requirements. Bo Shopsin, MD, PhD contributes expertise in bacteriology, antimicrobial resistance. Alejandro Pironti, PhD contributes expertise in microbial genomics, antimicrobial resistance. Thomas Wisniewski contributes expertise in i am a board certified neurologist and neuropathologist. Together, the team is positioned to deliver a rigorous plan that advances international , requirements , regulations while meeting Centers for Disease Control-GHC expectations for impact and reproducibility.","Aim 1: define the central questions, datasets, and success metrics for support ethiopia's capacity to meet international health regulations requirements with input from all team members.
Aim 2: build and quality control a shared resource for support ethiopia's capacity to meet international health regulations requirements, including standardized protocols, data structures, and access pathways.
Aim 3: validate findings in relevant human data or specimens and define a dissemination plan to support adoption in real world settings.",https://www.grants.gov/search-grants?query=CDC-RFA-JG-26-0046
25d22ed0-f1fe-4c46-a5b6-0ab60a464f00,26-501,Collaboratory to Advance Mathematics Education and Learning (CAMEL) for K-12,U.S. National Science Foundation,,,posted,1500000.0,9000000.0,7.0,large,"David Fenyo; Liat Shenhav, PhD; Drew Jones",Collaboratory to Advance Mathematics Education and Learning for collaborative plan,"This opportunity emphasizes workforce development and dissemination in collaboratory to advance mathematics education and learning for k-12. David Fenyo contributes expertise in in my research i apply mathematical, statistical and computational methods to provide a detailed understanding of the dy. Liat Shenhav, PhD contributes expertise in systems microbiology. Drew Jones contributes expertise in the ongoing theme of my work is the invention or adaptation of advanced chromatography and mass spectrometry technology . Together, the team is positioned to deliver a rigorous plan that advances collaboratory , mathematics , education while meeting U.S. National Science Foundation expectations for impact and reproducibility.","Aim 1: define the central questions, datasets, and success metrics for collaboratory to advance mathematics education and learning for k-12 with input from all team members.
Aim 2: test key mechanisms or drivers in collaboratory to advance mathematics education and learning for k-12 using complementary models, assays, and analytical approaches.
Aim 3: validate robustness across settings, publish reproducible workflows, and create a dissemination plan for broad community use.",http://www.nsf.gov/publications/pub_summ.jsp?ods_key=nsf26501
15373c25-322a-433e-b21d-bf3fc77a80e3,NOT-DK-26-316,Notice of Intent to Publish a Funding Opportunity Announcement for Single Source for Continuation of the Integrated Islet Distribution Program (UC4),National Institutes of Health,,,forecasted,3300000.0,3300000.0,1.0,large,Dimitris Placantonakis; Catherine Pei-ju Lu; Richard Possemato; Andrea H. Brand,Notice of Intent to Publish a Funding Opportunity collaborative plan,"This opportunity supports hypothesis driven work in notice of intent to publish a funding opportunity announcement for single source for continuation. Dimitris Placantonakis contributes expertise in glioblastoma; chromatin organization in human neural development; adhesions gpcr function and therapeutics. Catherine Pei-ju Lu contributes expertise in my lab aims to build a comprehensive framework for understanding stem cell biology of the skin, from development to dise. Richard Possemato contributes expertise in i am an associate professor in the department of pathology at nyu school of medicine and co-leader of the cancer cell bi. Andrea H. Brand contributes expertise in neural stem cells in the adult brain exist primarily in a quiescent state but can be reactivated in response to changing. Together, the team is positioned to deliver a rigorous plan that advances announcement , continuation , distribution while meeting National Institutes of Health expectations for impact and reproducibility.","Aim 1: define the central questions, datasets, and success metrics for notice of intent to publish a funding opportunity announcement for with input from all team members.
Aim 2: test key mechanisms or drivers in notice of intent to publish a funding opportunity announcement for using complementary models, assays, and analytical approaches.
Aim 3: validate robustness across settings, publish reproducible workflows, and create a dissemination plan for broad community use.",https://www.grants.gov/search-grants?query=NOT-DK-26-316
48bf4c5c-b6b3-4092-bbf4-32c3708800e1,FOR-MH-26-165,Mechanistic Exploration of Therapeutic Targets and Treatable Traits to Improve CNS Outcomes in People with HIV,National Institutes of Health,,,forecasted,,3000000.0,6.0,large,Molly Gale Hammell; Catherine Pei-ju Lu; Hakhamanesh Mostafavi,Mechanistic Exploration of Therapeutic Targets and Treatable Traits collaborative plan,"This opportunity supports hypothesis driven work in mechanistic exploration of therapeutic targets and treatable traits to improve cns outcomes in people. Molly Gale Hammell contributes expertise in molly gale hammell is an associate professor in the institute for systems genetics at nyu langone health. Catherine Pei-ju Lu contributes expertise in my lab aims to build a comprehensive framework for understanding stem cell biology of the skin, from development to dise. Hakhamanesh Mostafavi contributes expertise in my lab studies the genetic basis of complex human traits and diseases. Together, the team is positioned to deliver a rigorous plan that advances exploration , mechanistic , therapeutic while meeting National Institutes of Health expectations for impact and reproducibility.","Aim 1: define the central questions, datasets, and success metrics for mechanistic exploration of therapeutic targets and treatable traits to improve with input from all team members.
Aim 2: test key mechanisms or drivers in mechanistic exploration of therapeutic targets and treatable traits to improve using complementary models, assays, and analytical approaches.
Aim 3: validate robustness across settings, publish reproducible workflows, and create a dissemination plan for broad community use.",https://www.grants.gov/search-grants?query=FOR-MH-26-165
ae75aa4f-e367-4730-8524-b54dd8e38b66,NOT-DK-26-307,New Generation of Glucose Control Technologies Incorporating AI/ML Tools/Strategies,National Institutes of Health,,,forecasted,,3000000.0,6.0,large,"Liat Shenhav, PhD; Jonas Schluter, PhD; David Fenyo; Nadav Brandes",New Generation of Glucose Control Technologies Incorporating AI/ML collaborative plan,"This opportunity supports hypothesis driven work in new generation of glucose control technologies incorporating ai/ml tools/strategies. Liat Shenhav, PhD contributes expertise in systems microbiology. Jonas Schluter, PhD contributes expertise in systems microbiology, immunology. David Fenyo contributes expertise in in my research i apply mathematical, statistical and computational methods to provide a detailed understanding of the dy. Nadav Brandes contributes expertise in large language models (llms) have revolutionized artificial intelligence (ai). Together, the team is positioned to deliver a rigorous plan that advances incorporating , technologies , generation while meeting National Institutes of Health expectations for impact and reproducibility.","Aim 1: define the central questions, datasets, and success metrics for new generation of glucose control technologies incorporating ai/ml tools/strategies with input from all team members.
Aim 2: develop and benchmark a scalable tool or platform for new generation of glucose control technologies incorporating ai/ml tools/strategies that leverages the complementary strengths of the team.
Aim 3: validate robustness across settings, publish reproducible workflows, and create a dissemination plan for broad community use.",https://www.grants.gov/search-grants?query=NOT-DK-26-307
26116df5-40e6-4c83-8e5a-d90664b418ba,FOR-MH-26-135,Optimizing Behavioral Sleep Interventions for Adolescents and Young Adults,National Institutes of Health,,,forecasted,,1500000.0,6.0,large,Drew Jones; Aravinda Chakravarti; David Fenyo,Optimizing Behavioral Sleep Interventions for Adolescents and Young collaborative plan,"This opportunity supports hypothesis driven work in optimizing behavioral sleep interventions for adolescents and young adults. Drew Jones contributes expertise in the ongoing theme of my work is the invention or adaptation of advanced chromatography and mass spectrometry technology . Aravinda Chakravarti contributes expertise in contributions to science 1. David Fenyo contributes expertise in in my research i apply mathematical, statistical and computational methods to provide a detailed understanding of the dy. Together, the team is positioned to deliver a rigorous plan that advances interventions , adolescents , behavioral while meeting National Institutes of Health expectations for impact and reproducibility.","Aim 1: define the central questions, datasets, and success metrics for optimizing behavioral sleep interventions for adolescents and young adults with input from all team members.
Aim 2: test key mechanisms or drivers in optimizing behavioral sleep interventions for adolescents and young adults using complementary models, assays, and analytical approaches.
Aim 3: validate robustness across settings, publish reproducible workflows, and create a dissemination plan for broad community use.",https://www.grants.gov/search-grants?query=FOR-MH-26-135
bf898dfb-a35c-4bd9-8f8e-3da26d712b74,FOR-FD-24-013,Minor Use Minor Species Development of Drugs (R01),Food and Drug Administration,,,forecasted,250000.0,,6.0,large,Drew Jones; Alexander Serganov; Paolo Mita,Minor Use Minor Species Development of Drugs collaborative plan R01,"This opportunity supports hypothesis driven work in minor use minor species development of drugs. Drew Jones contributes expertise in the ongoing theme of my work is the invention or adaptation of advanced chromatography and mass spectrometry technology . Alexander Serganov contributes expertise in we use a combination of biophysical methods, biochemical techniques, and structural approaches, including x-ray crystall. Paolo Mita contributes expertise in transposable elements (te) are sequences of dna that are capable of moving within a host genome, and thus are often refe. Together, the team is positioned to deliver a rigorous plan that advances minor , development , species while meeting Food and Drug Administration expectations for impact and reproducibility.","Aim 1: define the central questions, datasets, and success metrics for minor use minor species development of drugs with input from all team members.
Aim 2: test key mechanisms or drivers in minor use minor species development of drugs using complementary models, assays, and analytical approaches.
Aim 3: validate robustness across settings, publish reproducible workflows, and create a dissemination plan for broad community use.",https://www.grants.gov/search-grants?query=FOR-FD-24-013
ff7edf5f-3dc8-4e2b-94a9-c4e9b1e06d3c,RFA-OH-25-002,Occupational Safety and Health Education and Research Centers (T42),Centers for Disease Control and Prevention - ERA,,2028-10-26,posted,9000000.0,32000000.0,18.0,large,Richard Possemato; Drew Jones; Molly Gale Hammell; Nadav Brandes,Occupational Safety and Health Education and Research Centers collaborative plan T42,"This opportunity calls for a shared resource or coordinating effort in occupational safety and health education and research centers. Richard Possemato contributes expertise in i am an associate professor in the department of pathology at nyu school of medicine and co-leader of the cancer cell bi. Drew Jones contributes expertise in the ongoing theme of my work is the invention or adaptation of advanced chromatography and mass spectrometry technology . Molly Gale Hammell contributes expertise in molly gale hammell is an associate professor in the institute for systems genetics at nyu langone health. Nadav Brandes contributes expertise in large language models (llms) have revolutionized artificial intelligence (ai). Together, the team is positioned to deliver a rigorous plan that advances occupational , education , research while meeting Centers for Disease Control and Prevention - ERA expectations for impact and reproducibility.","Aim 1: define the central questions, datasets, and success metrics for occupational safety and health education and research centers with input from all team members.
Aim 2: build and quality control a shared resource for occupational safety and health education and research centers, including standardized protocols, data structures, and access pathways.
Aim 3: validate findings in relevant human data or specimens and define a dissemination plan to support adoption in real world settings.",https://grants.nih.gov/grants/guide/rfa-files/RFA-OH-25-002.html
0d83a655-81d6-4e77-9be3-11359860d209,PD-98-1670,Chemical Oceanography,U.S. National Science Foundation,,2026-02-17,posted,2000000.0,26000000.0,20.0,large,Drew Jones; Pau Castel; Liam Holt; Michele Pagano,Chemical Oceanography collaborative plan,"This opportunity supports hypothesis driven work in chemical oceanography. Drew Jones contributes expertise in the ongoing theme of my work is the invention or adaptation of advanced chromatography and mass spectrometry technology . Pau Castel contributes expertise in the castel laboratory is interested in understanding the molecular mechanisms underlying oncoprotein-mediated transforma. Liam Holt contributes expertise in biophysics of signaling, biomolecular condensates. Michele Pagano contributes expertise in our laboratory is interested in how ubiquitin-mediated proteolysis controls the three key dimensions of cellular life: p. Together, the team is positioned to deliver a rigorous plan that advances oceanography , chemical while meeting U.S. National Science Foundation expectations for impact and reproducibility.","Aim 1: define the central questions, datasets, and success metrics for chemical oceanography with input from all team members.
Aim 2: test key mechanisms or drivers in chemical oceanography using complementary models, assays, and analytical approaches.
Aim 3: validate robustness across settings, publish reproducible workflows, and create a dissemination plan for broad community use.",http://www.nsf.gov/funding/pgm_summ.jsp?pims_id=11698
5fc9e460-abc2-4c8b-b02e-25090753f213,RFA-OD-25-010,Resource-Related Research Projects for Development of Models and Related Materials for Studying Human Health and Diseases (R24 Clinical Trials Not Allowed),National Institutes of Health,,2028-09-28,posted,,5000000.0,6.0,large,Nadav Brandes; Paolo Mita; Ran Brosh; Stefan Feske,Resource-Related Research Projects for Development of Models and collaborative plan R24,"This opportunity calls for a shared resource or coordinating effort in resource-related research projects for development of models and related materials for studying human health. Nadav Brandes contributes expertise in large language models (llms) have revolutionized artificial intelligence (ai). Paolo Mita contributes expertise in transposable elements (te) are sequences of dna that are capable of moving within a host genome, and thus are often refe. Ran Brosh contributes expertise in i have two roles: [1] as faculty at isg/pathology i am leading the dark matter project, a collaborative effort to use sy. Stefan Feske contributes expertise in dr. Together, the team is positioned to deliver a rigorous plan that advances related , development , materials while meeting National Institutes of Health expectations for impact and reproducibility.","Aim 1: define the central questions, datasets, and success metrics for resource-related research projects for development of models and related materials with input from all team members.
Aim 2: build and quality control a shared resource for resource-related research projects for development of models and related materials, including standardized protocols, data structures, and access pathways.
Aim 3: validate findings in relevant human data or specimens and define a dissemination plan to support adoption in real world settings.",https://www.grants.gov/search-grants?query=RFA-OD-25-010
cde55e5a-18c0-48b6-82e9-36809da084af,PD-23-1179,Nanoscale Interactions,U.S. National Science Foundation,,,posted,,,100.0,large,"Richard Possemato; Drew Jones; Alexander Serganov; James Lee, PhD",Nanoscale Interactions collaborative plan,"This opportunity supports hypothesis driven work in nanoscale interactions. Richard Possemato contributes expertise in i am an associate professor in the department of pathology at nyu school of medicine and co-leader of the cancer cell bi. Drew Jones contributes expertise in the ongoing theme of my work is the invention or adaptation of advanced chromatography and mass spectrometry technology . Alexander Serganov contributes expertise in we use a combination of biophysical methods, biochemical techniques, and structural approaches, including x-ray crystall. James Lee, PhD contributes expertise in structural biology, host-pathogen interactions. Together, the team is positioned to deliver a rigorous plan that advances interactions , nanoscale while meeting U.S. National Science Foundation expectations for impact and reproducibility.","Aim 1: define the central questions, datasets, and success metrics for nanoscale interactions with input from all team members.
Aim 2: test key mechanisms or drivers in nanoscale interactions using complementary models, assays, and analytical approaches.
Aim 3: validate robustness across settings, publish reproducible workflows, and create a dissemination plan for broad community use.",http://www.nsf.gov/funding/pgm_summ.jsp?pims_id=506129
131fabad-5506-431b-b87a-e564f1d8dcc4,FOR-LM-25-002,Research Grants in Clinical Informatics (R01 Clinical Trial Optional),National Institutes of Health,,,forecasted,,2500000.0,10.0,large,"David Fenyo; Drew Jones; Molly Gale Hammell; Liat Shenhav, PhD",Research Grants in Clinical Informatics collaborative plan R01,"This opportunity supports hypothesis driven work in research grants in clinical informatics. David Fenyo contributes expertise in in my research i apply mathematical, statistical and computational methods to provide a detailed understanding of the dy. Drew Jones contributes expertise in the ongoing theme of my work is the invention or adaptation of advanced chromatography and mass spectrometry technology . Molly Gale Hammell contributes expertise in molly gale hammell is an associate professor in the institute for systems genetics at nyu langone health. Liat Shenhav, PhD contributes expertise in systems microbiology. Together, the team is positioned to deliver a rigorous plan that advances informatics , clinical , research while meeting National Institutes of Health expectations for impact and reproducibility.","Aim 1: define the central questions, datasets, and success metrics for research grants in clinical informatics with input from all team members.
Aim 2: test key mechanisms or drivers in research grants in clinical informatics using complementary models, assays, and analytical approaches.
Aim 3: validate findings in relevant human data or specimens and define a dissemination plan to support adoption in real world settings.",https://www.grants.gov/search-grants?query=FOR-LM-25-002
be11b04b-43ee-4d14-8d37-5e7158a7eb08,FA955025S0001,Research Interests of the Air Force Office of Scientific Research,Air Force Office of Scientific Research,,,posted,10000000.0,,9999.0,large,Richard Possemato; Michele Pagano; Stefan Feske; Drew Jones,Research Interests of the Air Force Office of collaborative plan,"This opportunity supports hypothesis driven work in research interests of the air force office of scientific research. Richard Possemato contributes expertise in i am an associate professor in the department of pathology at nyu school of medicine and co-leader of the cancer cell bi. Michele Pagano contributes expertise in our laboratory is interested in how ubiquitin-mediated proteolysis controls the three key dimensions of cellular life: p. Stefan Feske contributes expertise in dr. Drew Jones contributes expertise in the ongoing theme of my work is the invention or adaptation of advanced chromatography and mass spectrometry technology . Together, the team is positioned to deliver a rigorous plan that advances research , scientific , interests while meeting Air Force Office of Scientific Research expectations for impact and reproducibility.","Aim 1: define the central questions, datasets, and success metrics for research interests of the air force office of scientific research with input from all team members.
Aim 2: test key mechanisms or drivers in research interests of the air force office of scientific research using complementary models, assays, and analytical approaches.
Aim 3: validate robustness across settings, publish reproducible workflows, and create a dissemination plan for broad community use.",https://www.grants.gov/search-grants?query=FA955025S0001
